"Election","HINDI","Jurisdiction","AbsenteeApplications","BallotsSent","BallotsReturned","InPersonAbsentee"
"2021 Spring Primary","69121","VILLAGE OF EMBARRASS - WAUPACA COUNTY","5","5","0","0"
"2021 Spring Primary","69126","VILLAGE OF FREMONT - WAUPACA COUNTY","10","10","4","0"
"2021 Spring Primary","69141","VILLAGE OF IOLA - WAUPACA COUNTY","59","59","13","0"
"2021 Spring Primary","69165","VILLAGE OF OGDENSBURG - WAUPACA COUNTY","6","6","1","0"
"2021 Spring Primary","69181","VILLAGE OF SCANDINAVIA - WAUPACA COUNTY","13","13","4","0"
"2021 Spring Primary","69211","CITY OF CLINTONVILLE - WAUPACA COUNTY","203","203","105","11"
"2021 Spring Primary","69251","CITY OF MANAWA - WAUPACA COUNTY","35","35","20","2"
"2021 Spring Primary","69252","CITY OF MARION - MULTIPLE COUNTIES","22","22","11","2"
"2021 Spring Primary","69261","CITY OF NEW LONDON - MULTIPLE COUNTIES","284","283","136","6"
"2021 Spring Primary","69291","CITY OF WAUPACA - WAUPACA COUNTY","344","342","95","6"
"2021 Spring Primary","69292","CITY OF WEYAUWEGA - WAUPACA COUNTY","53","53","19","3"
"2021 Spring Primary","70002","TOWN OF AURORA - WAUSHARA COUNTY","30","30","7","0"
"2021 Spring Primary","70004","TOWN OF BLOOMFIELD - WAUSHARA COUNTY","15","15","4","0"
"2021 Spring Primary","70006","TOWN OF COLOMA - WAUSHARA COUNTY","25","24","12","0"
"2021 Spring Primary","70008","TOWN OF DAKOTA - WAUSHARA COUNTY","23","22","4","0"
"2021 Spring Primary","70010","TOWN OF DEERFIELD - WAUSHARA COUNTY","20","20","4","0"
"2021 Spring Primary","70012","TOWN OF HANCOCK - WAUSHARA COUNTY","13","13","3","0"
"2021 Spring Primary","70014","TOWN OF LEON - WAUSHARA COUNTY","66","66","14","0"
"2021 Spring Primary","70016","TOWN OF MARION - WAUSHARA COUNTY","101","99","42","0"
"2021 Spring Primary","70018","TOWN OF MOUNT MORRIS - WAUSHARA COUNTY","42","42","7","0"
"2021 Spring Primary","70020","TOWN OF OASIS - WAUSHARA COUNTY","8","8","1","0"
"2021 Spring Primary","70022","TOWN OF PLAINFIELD - WAUSHARA COUNTY","11","11","4","0"
"2021 Spring Primary","70024","TOWN OF POY SIPPI - WAUSHARA COUNTY","13","13","8","0"
"2021 Spring Primary","70026","TOWN OF RICHFORD - WAUSHARA COUNTY","13","13","4","0"
"2021 Spring Primary","70028","TOWN OF ROSE - WAUSHARA COUNTY","32","32","16","0"
"2021 Spring Primary","70030","TOWN OF SAXEVILLE - WAUSHARA COUNTY","19","19","1","0"
"2021 Spring Primary","70032","TOWN OF SPRINGWATER - WAUSHARA COUNTY","84","84","32","0"
"2021 Spring Primary","70034","TOWN OF WARREN - WAUSHARA COUNTY","13","13","7","0"
"2021 Spring Primary","70036","TOWN OF WAUTOMA - WAUSHARA COUNTY","40","40","12","0"
"2021 Spring Primary","70111","VILLAGE OF COLOMA - WAUSHARA COUNTY","19","18","12","5"
"2021 Spring Primary","70136","VILLAGE OF HANCOCK - WAUSHARA COUNTY","3","3","0","0"
"2021 Spring Primary","70146","VILLAGE OF LOHRVILLE - WAUSHARA COUNTY","8","8","0","0"
"2021 Spring Primary","70171","VILLAGE OF PLAINFIELD - WAUSHARA COUNTY","26","26","13","2"
"2021 Spring Primary","70176","VILLAGE OF REDGRANITE - WAUSHARA COUNTY","23","21","12","0"
"2021 Spring Primary","70191","VILLAGE OF WILD ROSE - WAUSHARA COUNTY","38","38","10","0"
"2021 Spring Primary","70291","CITY OF WAUTOMA - WAUSHARA COUNTY","71","71","27","0"
"2021 Spring Primary","71002","TOWN OF ALGOMA - WINNEBAGO COUNTY","124","124","73","6"
"2021 Spring Primary","71004","TOWN OF BLACK WOLF - WINNEBAGO COUNTY","113","113","46","3"
"2021 Spring Primary","71006","TOWN OF CLAYTON - WINNEBAGO COUNTY","152","151","54","2"
"2021 Spring Primary","71010","TOWN OF NEENAH - WINNEBAGO COUNTY","179","179","69","3"
"2021 Spring Primary","71012","TOWN OF NEKIMI - WINNEBAGO COUNTY","54","54","14","0"
"2021 Spring Primary","71014","TOWN OF NEPEUSKUN - WINNEBAGO COUNTY","13","0","0",""
"2021 Spring Primary","71016","TOWN OF OMRO - WINNEBAGO COUNTY","82","79","33","0"
"2021 Spring Primary","71018","TOWN OF OSHKOSH - WINNEBAGO COUNTY","119","119","61","0"
"2021 Spring Primary","71020","TOWN OF POYGAN - WINNEBAGO COUNTY","44","44","23","1"
"2021 Spring Primary","71022","TOWN OF RUSHFORD - WINNEBAGO COUNTY","51","51","22","0"
"2021 Spring Primary","71024","TOWN OF UTICA - WINNEBAGO COUNTY","36","35","14","0"
"2021 Spring Primary","71026","TOWN OF VINLAND - WINNEBAGO COUNTY","102","102","31","0"
"2021 Spring Primary","71028","TOWN OF WINCHESTER - WINNEBAGO COUNTY","65","65","29","0"
"2021 Spring Primary","71030","TOWN OF WINNECONNE - WINNEBAGO COUNTY","71","68","30","0"
"2021 Spring Primary","71032","TOWN OF WOLF RIVER - WINNEBAGO COUNTY","45","45","9","0"
"2021 Spring Primary","71121","Village of FOX CROSSING - WINNEBAGO COUNTY","962","961","318","21"
"2021 Spring Primary","71191","VILLAGE OF WINNECONNE - WINNEBAGO COUNTY","128","128","43","2"
"2021 Spring Primary","71251","CITY OF MENASHA - MULTIPLE COUNTIES","780","780","303","16"
"2021 Spring Primary","71261","CITY OF NEENAH - WINNEBAGO COUNTY","1511","1510","498","35"
"2021 Spring Primary","71265","CITY OF OMRO - WINNEBAGO COUNTY","161","161","52","5"
"2021 Spring Primary","71266","CITY OF OSHKOSH - WINNEBAGO COUNTY","3784","3782","1775","91"
"2021 Spring Primary","72002","TOWN OF ARPIN - WOOD COUNTY","24","24","12","0"
"2021 Spring Primary","72004","TOWN OF AUBURNDALE - WOOD COUNTY","8","8","5","0"
"2021 Spring Primary","72006","TOWN OF CAMERON - WOOD COUNTY","11","11","2","0"
"2021 Spring Primary","72008","TOWN OF CARY - WOOD COUNTY","11","11","4","0"
"2021 Spring Primary","72012","TOWN OF DEXTER - WOOD COUNTY","9","4","0","0"
"2021 Spring Primary","72014","TOWN OF GRAND RAPIDS - WOOD COUNTY","414","414","187","3"
"2021 Spring Primary","72016","TOWN OF HANSEN - WOOD COUNTY","31","31","15","0"
"2021 Spring Primary","72018","TOWN OF HILES - WOOD COUNTY","7","7","5","0"
"2021 Spring Primary","72020","TOWN OF LINCOLN - WOOD COUNTY","63","62","9","2"
"2021 Spring Primary","72022","TOWN OF MARSHFIELD - WOOD COUNTY","28","28","9","0"
"2021 Spring Primary","72024","TOWN OF MILLADORE - WOOD COUNTY","13","13","9","0"
"2021 Spring Primary","72026","TOWN OF PORT EDWARDS - WOOD COUNTY","38","37","0","0"
"2021 Spring Primary","72030","TOWN OF RICHFIELD - WOOD COUNTY","29","28","0","0"
"2021 Spring Primary","72032","TOWN OF ROCK - WOOD COUNTY","12","12","0","0"
"2021 Spring Primary","72034","TOWN OF RUDOLPH - WOOD COUNTY","41","41","26","0"
"2021 Spring Primary","72036","TOWN OF SARATOGA - WOOD COUNTY","186","185","86","3"
"2021 Spring Primary","72038","TOWN OF SENECA - WOOD COUNTY","37","37","15","0"
"2021 Spring Primary","72040","TOWN OF SHERRY - WOOD COUNTY","17","17","8","0"
"2021 Spring Primary","72042","TOWN OF SIGEL - WOOD COUNTY","19","19","10","0"
"2021 Spring Primary","72044","TOWN OF WOOD - WOOD COUNTY","22","22","17","0"
"2021 Spring Primary","72100","VILLAGE OF ARPIN - WOOD COUNTY","15","15","6","0"
"2021 Spring Primary","72101","VILLAGE OF AUBURNDALE - WOOD COUNTY","18","18","8","0"
"2021 Spring Primary","72106","VILLAGE OF BIRON - WOOD COUNTY","35","30","16","0"
"2021 Spring Primary","72122","VILLAGE OF HEWITT - WOOD COUNTY","18","18","8","0"
"2021 Spring Primary","72151","VILLAGE OF MILLADORE - MULTIPLE COUNTIES","3","1","0","0"
"2021 Spring Primary","72171","VILLAGE OF PORT EDWARDS - WOOD COUNTY","88","88","50","1"
"2021 Spring Primary","72178","VILLAGE OF RUDOLPH - WOOD COUNTY","11","11","0","0"
"2021 Spring Primary","72186","VILLAGE OF VESPER - WOOD COUNTY","11","10","6","0"
"2021 Spring Primary","72251","CITY OF MARSHFIELD - MULTIPLE COUNTIES","995","994","425","21"
"2021 Spring Primary","72261","CITY OF NEKOOSA - WOOD COUNTY","100","99","23","0"
"2021 Spring Primary","72271","CITY OF PITTSVILLE - WOOD COUNTY","20","20","12","3"
"2021 Spring Primary","72291","CITY OF WISCONSIN RAPIDS - WOOD COUNTY","1050","1049","383","30"
"2021 Spring Primary","99999","TOTAL","322952","318111","127238","8868"
